NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0.18,0.0,0.0,0.01,0.2
0.16,0.02,0.0,0.02,0.2
0.14,0.05,0.0,0.0,0.2
0.14,0.05,0.0,0.0,0.2
0.17,0.01,0.0,0.02,0.2
0.15,0.04,0.0,0.01,0.2
0.15,0.04,0.0,0.01,0.2
0.11,0.07,0.0,0.01,0.2
0.14,0.05,0.0,0.0,0.2
0.05,0.13,0.0,0.02,0.2
0.15,0.03,0.0,0.02,0.2
0.0,0.0,0.2,0.0,0.2
0.0,0.0,0.2,0.0,0.2
0.15,0.04,0.0,0.01,0.2
0.18,0.0,0.0,0.02,0.2
0.15,0.04,0.0,0.01,0.2
0.14,0.05,0.0,0.01,0.2
0.0,0.0,0.2,0.0,0.2
0.15,0.03,0.0,0.01,0.2
0.05,0.11,0.0,0.03,0.2
0.13,0.0,0.05,0.02,0.2
0.1,0.07,0.0,0.03,0.2
0.15,0.0,0.03,0.01,0.2
0.18,0.0,0.0,0.01,0.2
0.1,0.07,0.0,0.03,0.2
0.0,0.17,0.0,0.03,0.2
0.18,0.0,0.0,0.01,0.2
0.06,0.03,0.08,0.02,0.2
0.04,0.12,0.0,0.03,0.2
0.1,0.07,0.0,0.02,0.2
0.07,0.05,0.05,0.02,0.2
0.1,0.07,0.0,0.02,0.2
0.14,0.05,0.0,0.0,0.2
0.16,0.0,0.02,0.01,0.19
0.02,0.13,0.0,0.04,0.19
0.18,0.0,0.0,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.05,0.12,0.0,0.03,0.19
0.15,0.04,0.0,0.01,0.19
0.1,0.07,0.0,0.02,0.19
0.14,0.05,0.0,0.0,0.19
0.07,0.06,0.04,0.02,0.19
0.15,0.03,0.0,0.02,0.19
0.06,0.11,0.0,0.02,0.19
0.0,0.0,0.18,0.01,0.19
0.11,0.06,0.01,0.02,0.19
0.07,0.08,0.0,0.04,0.19
0.08,0.09,0.0,0.02,0.19
0.1,0.07,0.0,0.03,0.19
0.13,0.04,0.0,0.02,0.19
0.1,0.07,0.0,0.02,0.19
0.13,0.0,0.06,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.07,0.03,0.08,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.14,0.05,0.0,0.0,0.19
0.17,0.01,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.17,0.0,0.02,0.19
0.15,0.04,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.16,0.02,0.0,0.02,0.19
0.14,0.05,0.0,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.18,0.01,0.19
0.05,0.13,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.1,0.04,0.04,0.01,0.19
0.05,0.09,0.02,0.03,0.19
0.14,0.04,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.1,0.06,0.0,0.03,0.19
0.14,0.04,0.0,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.11,0.07,0.0,0.02,0.19
0.11,0.02,0.05,0.01,0.19
0.16,0.01,0.0,0.02,0.19
0.17,0.01,0.0,0.01,0.19
0.13,0.03,0.0,0.03,0.19
0.0,0.0,0.19,0.0,0.19
0.01,0.16,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.07,0.11,0.0,0.01,0.19
0.06,0.11,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.17,0.01,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.12,0.03,0.01,0.03,0.19
0.16,0.02,0.0,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.11,0.07,0.0,0.01,0.19
0.13,0.0,0.04,0.02,0.19
0.11,0.07,0.0,0.01,0.19
0.0,0.15,0.0,0.04,0.19
0.15,0.02,0.02,0.01,0.19
0.1,0.06,0.01,0.03,0.19
0.15,0.04,0.0,0.01,0.19
0.09,0.09,0.0,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.05,0.1,0.0,0.03,0.19
0.15,0.02,0.0,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.16,0.02,0.0,0.01,0.19
0.17,0.01,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.09,0.07,0.0,0.02,0.19
0.14,0.04,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.18,0.0,0.0,0.01,0.19
0.14,0.03,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.17,0.01,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.16,0.02,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.14,0.05,0.0,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.04,0.13,0.0,0.03,0.19
0.11,0.07,0.0,0.01,0.19
0.0,0.0,0.18,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.02,0.02,0.19
0.08,0.07,0.0,0.04,0.19
0.1,0.07,0.0,0.02,0.19
0.06,0.02,0.1,0.01,0.19
0.15,0.03,0.0,0.01,0.19
0.08,0.09,0.0,0.02,0.19
0.02,0.01,0.16,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.09,0.07,0.0,0.02,0.19
0.11,0.07,0.0,0.01,0.19
0.15,0.03,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.17,0.0,0.0,0.01,0.19
0.14,0.03,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.14,0.05,0.0,0.0,0.19
0.14,0.04,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.13,0.05,0.0,0.02,0.19
0.09,0.07,0.0,0.02,0.19
0.05,0.11,0.0,0.03,0.19
0.18,0.0,0.0,0.01,0.19
0.14,0.05,0.0,0.0,0.19
0.14,0.04,0.0,0.01,0.19
0.07,0.09,0.0,0.04,0.19
0.15,0.03,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.08,0.02,0.06,0.03,0.19
0.15,0.04,0.0,0.0,0.19
0.15,0.04,0.0,0.0,0.19
0.15,0.04,0.0,0.0,0.19
0.0,0.0,0.16,0.03,0.19
0.0,0.0,0.19,0.0,0.19
0.15,0.04,0.0,0.0,0.19
0.15,0.04,0.0,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.18,0.0,0.0,0.01,0.19
0.13,0.04,0.0,0.01,0.19
0.15,0.04,0.0,0.01,0.19
0.11,0.06,0.0,0.02,0.19
0.11,0.07,0.0,0.02,0.19
0.09,0.07,0.0,0.02,0.19
0.14,0.05,0.0,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.11,0.07,0.0,0.01,0.19
0.1,0.06,0.01,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.06,0.05,0.07,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.14,0.05,0.0,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.04,0.01,0.12,0.01,0.19
0.12,0.0,0.06,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.1,0.06,0.0,0.03,0.19
0.11,0.05,0.0,0.03,0.19
0.15,0.04,0.0,0.01,0.19
0.0,0.16,0.0,0.03,0.19
0.11,0.05,0.0,0.03,0.19
0.14,0.03,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.18,0.0,0.01,0.19
0.05,0.12,0.0,0.02,0.19
0.15,0.04,0.0,0.01,0.19
0.18,0.01,0.0,0.0,0.19
0.18,0.0,0.0,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.18,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.1,0.07,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.18,0.01,0.19
0.14,0.04,0.0,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.15,0.01,0.02,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.11,0.0,0.0,0.08,0.19
0.11,0.05,0.0,0.02,0.19
0.1,0.07,0.0,0.01,0.19
0.09,0.08,0.0,0.02,0.19
0.17,0.01,0.0,0.01,0.19
0.0,0.16,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.1,0.07,0.0,0.02,0.19
0.16,0.01,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.15,0.0,0.04,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.16,0.0,0.02,0.19
0.17,0.0,0.0,0.01,0.19
0.0,0.17,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.12,0.05,0.0,0.02,0.19
0.0,0.16,0.0,0.03,0.19
0.18,0.0,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.07,0.0,0.11,0.01,0.19
0.18,0.0,0.0,0.01,0.19
0.13,0.05,0.0,0.0,0.19
0.1,0.05,0.03,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.14,0.03,0.0,0.02,0.19
0.1,0.07,0.0,0.01,0.19
0.17,0.0,0.0,0.01,0.19
0.02,0.13,0.0,0.03,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.13,0.05,0.0,0.0,0.19
0.1,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.13,0.05,0.0,0.0,0.19
0.1,0.07,0.0,0.01,0.19
0.12,0.0,0.06,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.18,0.0,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.09,0.07,0.0,0.02,0.19
0.13,0.05,0.0,0.0,0.19
0.05,0.11,0.0,0.02,0.19
0.12,0.03,0.03,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.15,0.02,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.14,0.04,0.0,0.01,0.19
0.17,0.0,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.14,0.04,0.0,0.01,0.19
0.15,0.03,0.0,0.0,0.19
0.0,0.0,0.19,0.0,0.19
0.16,0.03,0.0,0.0,0.19
0.09,0.07,0.01,0.01,0.19
0.17,0.0,0.0,0.01,0.19
0.17,0.0,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.0,0.0,0.19,0.0,0.19
0.1,0.07,0.0,0.02,0.19
0.07,0.0,0.11,0.01,0.19
0.13,0.05,0.0,0.01,0.19
0.14,0.02,0.0,0.01,0.19
0.14,0.04,0.0,0.01,0.19
0.17,0.0,0.0,0.01,0.19
0.09,0.07,0.0,0.02,0.19
0.14,0.03,0.0,0.01,0.19
0.17,0.0,0.0,0.01,0.19
0.12,0.04,0.0,0.03,0.19
0.1,0.07,0.0,0.01,0.19
0.0,0.0,0.19,0.0,0.19
0.06,0.09,0.0,0.03,0.19
0.04,0.11,0.0,0.03,0.18
0.17,0.0,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.06,0.11,0.0,0.02,0.18
0.1,0.06,0.0,0.02,0.18
0.17,0.0,0.0,0.01,0.18
0.08,0.09,0.0,0.02,0.18
0.09,0.07,0.0,0.02,0.18
0.13,0.05,0.0,0.0,0.18
0.13,0.04,0.0,0.01,0.18
0.17,0.0,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.14,0.04,0.0,0.01,0.18
0.04,0.11,0.0,0.04,0.18
0.14,0.04,0.0,0.01,0.18
0.17,0.0,0.0,0.02,0.18
0.09,0.07,0.0,0.02,0.18
0.08,0.02,0.07,0.02,0.18
0.16,0.01,0.0,0.01,0.18
0.1,0.07,0.0,0.01,0.18
0.17,0.0,0.0,0.01,0.18
0.14,0.0,0.01,0.03,0.18
0.14,0.04,0.0,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.04,0.03,0.11,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.15,0.02,0.0,0.01,0.18
0.14,0.04,0.0,0.01,0.18
0.11,0.02,0.05,0.01,0.18
0.06,0.07,0.03,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.07,0.1,0.0,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.04,0.03,0.11,0.01,0.18
0.11,0.06,0.0,0.02,0.18
0.05,0.11,0.0,0.02,0.18
0.1,0.07,0.0,0.01,0.18
0.01,0.14,0.0,0.04,0.18
0.13,0.05,0.0,0.0,0.18
0.17,0.0,0.0,0.01,0.18
0.16,0.01,0.0,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.07,0.0,0.02,0.18
0.09,0.08,0.0,0.02,0.18
0.0,0.15,0.0,0.04,0.18
0.08,0.09,0.0,0.01,0.18
0.14,0.04,0.0,0.01,0.18
0.14,0.04,0.0,0.01,0.18
0.15,0.0,0.02,0.01,0.18
0.14,0.04,0.0,0.01,0.18
0.1,0.07,0.0,0.01,0.18
0.12,0.04,0.0,0.02,0.18
0.1,0.07,0.0,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.0,0.0,0.17,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.07,0.09,0.0,0.02,0.18
0.13,0.05,0.0,0.0,0.18
0.0,0.0,0.0,0.18,0.18
0.05,0.1,0.0,0.03,0.18
0.11,0.01,0.05,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.06,0.01,0.02,0.18
0.13,0.0,0.0,0.05,0.18
0.0,0.0,0.18,0.0,0.18
0.15,0.02,0.0,0.01,0.18
0.07,0.08,0.01,0.01,0.18
0.14,0.04,0.0,0.0,0.18
0.17,0.0,0.0,0.01,0.18
0.0,0.16,0.0,0.02,0.18
0.04,0.01,0.13,0.0,0.18
0.16,0.01,0.0,0.01,0.18
0.13,0.04,0.0,0.01,0.18
0.0,0.16,0.0,0.02,0.18
0.07,0.06,0.03,0.02,0.18
0.05,0.12,0.0,0.02,0.18
0.14,0.04,0.0,0.0,0.18
0.07,0.03,0.05,0.03,0.18
0.11,0.06,0.0,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.13,0.05,0.0,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.17,0.0,0.0,0.01,0.18
0.15,0.03,0.0,0.01,0.18
0.09,0.0,0.07,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.1,0.06,0.0,0.02,0.18
0.08,0.0,0.07,0.03,0.18
0.0,0.0,0.18,0.0,0.18
0.17,0.0,0.0,0.01,0.18
0.06,0.03,0.07,0.02,0.18
0.14,0.04,0.0,0.01,0.18
0.1,0.07,0.0,0.01,0.18
0.16,0.0,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.09,0.07,0.0,0.02,0.18
0.0,0.0,0.17,0.01,0.18
0.0,0.14,0.0,0.04,0.18
0.04,0.12,0.0,0.02,0.18
0.13,0.04,0.0,0.01,0.18
0.13,0.04,0.0,0.01,0.18
0.14,0.04,0.0,0.0,0.18
0.14,0.04,0.0,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.0,0.07,0.02,0.18
0.14,0.04,0.0,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.12,0.04,0.0,0.02,0.18
0.13,0.04,0.0,0.01,0.18
0.05,0.1,0.0,0.03,0.18
0.15,0.02,0.0,0.01,0.18
0.01,0.15,0.0,0.02,0.18
0.13,0.05,0.0,0.0,0.18
0.14,0.02,0.0,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.07,0.0,0.02,0.18
0.13,0.04,0.0,0.01,0.18
0.1,0.06,0.0,0.02,0.18
0.14,0.03,0.0,0.01,0.18
0.07,0.08,0.0,0.03,0.18
0.08,0.08,0.0,0.02,0.18
0.0,0.0,0.18,0.0,0.18
0.14,0.04,0.0,0.0,0.18
0.17,0.0,0.0,0.01,0.18
0.13,0.04,0.0,0.01,0.18
0.0,0.16,0.0,0.02,0.18
0.17,0.0,0.0,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.1,0.07,0.0,0.02,0.18
0.1,0.07,0.0,0.01,0.18
0.05,0.1,0.0,0.03,0.18
0.13,0.05,0.0,0.0,0.18
0.1,0.06,0.0,0.02,0.18
0.06,0.09,0.0,0.03,0.18
0.13,0.05,0.0,0.0,0.18
0.09,0.07,0.0,0.02,0.18
0.11,0.04,0.02,0.01,0.18
0.04,0.13,0.0,0.01,0.18
0.14,0.04,0.0,0.01,0.18
0.17,0.0,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.06,0.1,0.0,0.01,0.18
0.17,0.0,0.0,0.01,0.18
0.05,0.02,0.1,0.01,0.18
0.08,0.08,0.0,0.02,0.18
0.14,0.04,0.0,0.0,0.18
0.1,0.03,0.02,0.03,0.18
0.06,0.09,0.0,0.02,0.18
0.1,0.07,0.0,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.07,0.0,0.02,0.18
0.16,0.0,0.0,0.01,0.18
0.14,0.04,0.0,0.0,0.18
0.17,0.0,0.0,0.01,0.18
0.1,0.07,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.14,0.02,0.01,0.01,0.18
0.1,0.07,0.0,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.07,0.0,0.02,0.18
0.1,0.07,0.0,0.01,0.18
0.04,0.04,0.08,0.02,0.18
0.14,0.04,0.0,0.0,0.18
0.05,0.04,0.08,0.01,0.18
0.09,0.04,0.0,0.05,0.18
0.13,0.05,0.0,0.0,0.18
0.16,0.0,0.0,0.01,0.18
0.04,0.03,0.1,0.01,0.18
0.14,0.02,0.0,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.13,0.0,0.04,0.01,0.18
0.0,0.0,0.18,0.0,0.18
0.13,0.04,0.0,0.01,0.18
0.13,0.05,0.0,0.0,0.18
0.13,0.05,0.0,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.09,0.07,0.0,0.02,0.18
0.06,0.09,0.0,0.02,0.18
0.09,0.07,0.0,0.02,0.18
0.17,0.0,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.11,0.05,0.0,0.01,0.18
0.12,0.04,0.0,0.01,0.18
0.16,0.0,0.0,0.01,0.18
0.13,0.05,0.0,0.0,0.18
0.16,0.0,0.0,0.01,0.18
0.17,0.0,0.0,0.01,0.18
0.02,0.13,0.0,0.03,0.18
0.1,0.07,0.0,0.01,0.18
0.1,0.07,0.0,0.01,0.18
0.16,0.0,0.0,0.01,0.18
0.03,0.13,0.0,0.01,0.18
0.17,0.0,0.0,0.01,0.18
0.13,0.05,0.0,0.0,0.18
0.13,0.04,0.0,0.01,0.18
0.13,0.05,0.0,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.0,0.0,0.18,0.0,0.18
0.13,0.04,0.0,0.01,0.18
0.13,0.04,0.0,0.01,0.18
0.16,0.0,0.0,0.01,0.18
0.12,0.03,0.0,0.02,0.18
0.13,0.04,0.0,0.01,0.18
0.15,0.02,0.0,0.01,0.18
0.14,0.02,0.0,0.01,0.18
0.09,0.07,0.0,0.02,0.18
0.13,0.02,0.01,0.01,0.18
0.07,0.02,0.07,0.02,0.17
0.09,0.07,0.0,0.02,0.17
0.11,0.04,0.0,0.02,0.17
0.0,0.16,0.0,0.02,0.17
0.09,0.07,0.0,0.02,0.17
0.16,0.0,0.0,0.01,0.17
0.09,0.07,0.0,0.02,0.17
0.13,0.02,0.0,0.02,0.17
0.0,0.08,0.08,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.09,0.05,0.0,0.03,0.17
0.0,0.14,0.0,0.04,0.17
0.07,0.09,0.0,0.02,0.17
0.1,0.07,0.0,0.01,0.17
0.04,0.1,0.0,0.04,0.17
0.0,0.0,0.17,0.0,0.17
0.09,0.07,0.0,0.02,0.17
0.13,0.05,0.0,0.0,0.17
0.07,0.02,0.06,0.03,0.17
0.12,0.05,0.0,0.0,0.17
0.11,0.04,0.0,0.02,0.17
0.09,0.07,0.0,0.02,0.17
0.13,0.03,0.0,0.0,0.17
0.09,0.07,0.0,0.02,0.17
0.13,0.03,0.0,0.0,0.17
0.14,0.02,0.0,0.02,0.17
0.1,0.04,0.0,0.03,0.17
0.11,0.05,0.0,0.02,0.17
0.16,0.0,0.0,0.01,0.17
0.1,0.07,0.0,0.01,0.17
0.09,0.02,0.06,0.01,0.17
0.12,0.05,0.0,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.13,0.03,0.0,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.08,0.07,0.0,0.02,0.17
0.07,0.07,0.01,0.03,0.17
0.0,0.0,0.17,0.0,0.17
0.13,0.03,0.0,0.0,0.17
0.13,0.04,0.0,0.01,0.17
0.0,0.0,0.16,0.01,0.17
0.08,0.08,0.0,0.02,0.17
0.16,0.0,0.0,0.01,0.17
0.1,0.07,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.08,0.07,0.0,0.02,0.17
0.13,0.03,0.0,0.02,0.17
0.16,0.0,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.13,0.03,0.0,0.0,0.17
0.07,0.08,0.0,0.02,0.17
0.15,0.01,0.0,0.01,0.17
0.16,0.01,0.0,0.01,0.17
0.13,0.03,0.0,0.0,0.17
0.13,0.04,0.0,0.01,0.17
0.08,0.06,0.0,0.03,0.17
0.0,0.0,0.17,0.0,0.17
0.08,0.07,0.0,0.02,0.17
0.12,0.05,0.0,0.0,0.17
0.08,0.07,0.0,0.02,0.17
0.13,0.04,0.0,0.01,0.17
0.08,0.07,0.0,0.02,0.17
0.13,0.03,0.0,0.0,0.17
0.13,0.03,0.0,0.01,0.17
0.1,0.07,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.06,0.04,0.04,0.03,0.17
0.0,0.0,0.16,0.01,0.17
0.0,0.0,0.16,0.01,0.17
0.15,0.01,0.0,0.01,0.17
0.13,0.04,0.0,0.01,0.17
0.13,0.04,0.0,0.01,0.17
0.05,0.08,0.0,0.04,0.17
0.08,0.07,0.0,0.02,0.17
0.08,0.07,0.0,0.02,0.17
0.12,0.05,0.0,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.08,0.07,0.0,0.02,0.17
0.08,0.07,0.0,0.02,0.17
0.03,0.0,0.14,0.0,0.17
0.01,0.12,0.0,0.03,0.17
0.12,0.04,0.0,0.01,0.17
0.08,0.07,0.0,0.02,0.17
0.0,0.0,0.16,0.01,0.17
0.1,0.04,0.0,0.02,0.17
0.15,0.01,0.0,0.01,0.17
0.06,0.07,0.04,0.01,0.17
0.0,0.0,0.16,0.01,0.17
0.08,0.07,0.0,0.02,0.17
0.0,0.0,0.17,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.13,0.03,0.0,0.0,0.17
0.12,0.05,0.0,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.07,0.07,0.0,0.03,0.17
0.16,0.0,0.0,0.01,0.17
0.13,0.04,0.0,0.01,0.17
0.03,0.12,0.0,0.01,0.17
0.13,0.02,0.0,0.02,0.17
0.0,0.03,0.14,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.05,0.04,0.07,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.04,0.12,0.0,0.02,0.17
0.13,0.04,0.0,0.01,0.17
0.0,0.15,0.0,0.02,0.17
0.16,0.0,0.0,0.01,0.17
0.13,0.03,0.0,0.01,0.17
0.12,0.05,0.0,0.0,0.17
0.09,0.07,0.0,0.02,0.17
0.09,0.06,0.0,0.01,0.17
0.12,0.05,0.0,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.14,0.02,0.0,0.01,0.17
0.08,0.07,0.0,0.02,0.17
0.07,0.09,0.0,0.02,0.17
0.0,0.0,0.17,0.0,0.17
0.14,0.03,0.0,0.0,0.17
0.05,0.01,0.11,0.0,0.17
0.12,0.05,0.0,0.0,0.17
0.13,0.04,0.0,0.01,0.17
0.12,0.05,0.0,0.0,0.17
0.14,0.01,0.0,0.01,0.17
0.12,0.05,0.0,0.0,0.17
0.06,0.03,0.06,0.02,0.17
0.08,0.06,0.0,0.02,0.17
0.0,0.0,0.17,0.0,0.17
0.08,0.06,0.0,0.02,0.17
0.0,0.0,0.17,0.0,0.17
0.12,0.04,0.0,0.0,0.17
0.02,0.12,0.0,0.03,0.17
0.0,0.0,0.17,0.0,0.17
0.02,0.02,0.12,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.1,0.04,0.0,0.03,0.17
0.11,0.04,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.0,0.0,0.16,0.0,0.17
0.16,0.0,0.0,0.01,0.17
0.05,0.04,0.06,0.01,0.17
0.09,0.06,0.0,0.01,0.17
0.1,0.06,0.0,0.02,0.17
0.14,0.01,0.0,0.01,0.17
0.08,0.06,0.0,0.02,0.17
0.12,0.03,0.0,0.01,0.17
0.16,0.0,0.0,0.01,0.17
0.08,0.06,0.0,0.02,0.17
0.12,0.04,0.0,0.0,0.17
0.08,0.07,0.0,0.02,0.17
0.11,0.02,0.03,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.08,0.06,0.0,0.02,0.17
0.09,0.06,0.0,0.01,0.17
0.04,0.03,0.09,0.01,0.17
0.09,0.06,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.0,0.12,0.03,0.02,0.17
0.13,0.03,0.0,0.0,0.17
0.15,0.0,0.0,0.01,0.17
0.11,0.05,0.0,0.01,0.17
0.12,0.04,0.0,0.0,0.17
0.0,0.0,0.17,0.0,0.17
0.13,0.03,0.0,0.0,0.17
0.0,0.0,0.16,0.01,0.17
0.08,0.06,0.0,0.02,0.17
0.13,0.04,0.0,0.01,0.17
0.09,0.06,0.0,0.01,0.17
0.09,0.06,0.0,0.01,0.17
0.13,0.03,0.0,0.01,0.17
0.13,0.04,0.0,0.01,0.17
0.0,0.0,0.17,0.0,0.17
0.09,0.06,0.0,0.01,0.17
0.15,0.01,0.0,0.01,0.17
0.07,0.06,0.02,0.02,0.17
0.08,0.06,0.0,0.02,0.17
0.02,0.02,0.12,0.0,0.17
0.02,0.01,0.12,0.01,0.17
0.09,0.06,0.0,0.01,0.17
